Store,Product,Date,Is_Holiday,Base Price,Price,Weekly_Units_Sold
1,1,7/29/2011,False,10.99,10.99,92
1,1,8/5/2011,False,10.99,10.99,89
1,1,8/12/2011,False,10.99,10.99,84
1,1,8/19/2011,False,10.99,10.99,85
1,1,8/26/2011,False,10.99,10.99,84
1,1,9/2/2011,False,10.99,10.99,88
1,1,9/9/2011,True,10.99,10.99,103
1,1,9/16/2011,False,10.99,10.99,107
1,1,9/23/2011,False,10.99,10.99,103
1,1,9/30/2011,False,10.99,10.99,106
1,1,10/7/2011,False,10.99,10.99,120
1,1,10/14/2011,False,10.99,10.99,133
1,1,10/21/2011,False,10.99,10.99,135
1,1,10/28/2011,False,10.99,10.99,183
1,1,11/4/2011,False,10.99,10.99,231
1,1,11/11/2011,False,10.99,10.99,108
1,1,11/18/2011,False,10.99,10.99,110
1,1,11/25/2011,True,10.99,10.99,121
1,1,12/2/2011,False,10.99,10.99,146
1,1,12/9/2011,False,10.99,10.99,193
1,1,12/16/2011,False,10.99,10.99,265
1,1,12/23/2011,False,10.99,10.99,271
1,1,12/30/2011,True,10.99,10.99,135
1,1,1/6/2012,False,10.99,10.99,96
1,1,1/13/2012,False,10.99,10.99,97
1,1,1/20/2012,False,10.99,10.99,106
1,1,1/27/2012,False,10.99,10.99,106
1,1,2/3/2012,False,10.99,8.79,200
1,1,2/10/2012,True,10.99,8.79,315
1,1,2/17/2012,False,10.99,8.79,461
1,1,2/24/2012,False,10.99,8.79,171
1,1,3/2/2012,False,10.99,10.99,116
1,1,3/9/2012,False,10.99,10.99,122
1,1,3/16/2012,False,10.99,10.99,129
1,1,3/23/2012,False,10.99,10.99,128
1,1,3/30/2012,False,10.99,10.99,167
1,1,4/6/2012,False,10.99,10.99,333
1,1,4/13/2012,False,10.99,10.99,201
1,1,4/20/2012,False,10.99,10.99,98
1,1,4/27/2012,False,10.99,10.99,95
1,1,5/4/2012,False,10.99,8.79,146
1,1,5/11/2012,False,10.99,8.79,155
1,1,5/18/2012,False,10.99,8.79,158
1,1,5/25/2012,False,10.99,8.79,145
1,1,6/1/2012,False,10.99,10.99,93
1,1,6/8/2012,False,10.99,10.99,102
1,1,6/15/2012,False,10.99,10.99,101
1,1,6/22/2012,False,10.99,10.99,96
1,1,6/29/2012,False,10.99,10.99,91
1,1,7/6/2012,False,10.99,10.99,103
1,1,7/13/2012,False,10.99,10.99,96
1,1,7/20/2012,False,10.99,10.99,95
1,1,7/27/2012,False,10.99,10.99,91
1,1,8/3/2012,False,10.99,10.99,96
1,1,8/10/2012,False,10.99,10.99,93
1,1,8/17/2012,False,10.99,10.99,100
1,1,8/24/2012,False,10.99,10.99,94
1,1,8/31/2012,False,10.99,10.99,97
1,1,9/7/2012,True,10.99,10.99,106
1,1,9/14/2012,False,10.99,10.99,113
1,1,9/21/2012,False,10.99,10.99,111
1,1,9/28/2012,False,10.99,10.99,109
1,1,10/5/2012,False,10.99,10.99,127
1,1,10/12/2012,False,10.99,10.99,131
1,1,10/19/2012,False,10.99,10.99,140
1,1,10/26/2012,False,10.99,10.99,158
1,2,2/5/2010,False,5.99,5.99,337
1,2,2/12/2010,True,5.99,5.99,298
1,2,2/19/2010,False,5.99,5.99,319
1,2,2/26/2010,False,5.99,5.99,295
1,2,3/5/2010,False,5.99,5.99,323
1,2,3/12/2010,False,5.99,5.99,292
1,2,3/19/2010,False,5.99,5.99,291
1,2,3/26/2010,False,5.99,5.99,279
1,2,4/2/2010,False,5.99,4.01,577
1,2,4/9/2010,False,5.99,4.01,566
1,2,4/16/2010,False,5.99,4.01,547
1,2,4/23/2010,False,5.99,4.01,540
1,2,4/30/2010,False,5.99,4.01,559
1,2,5/7/2010,False,5.99,5.99,319
1,2,5/14/2010,False,5.99,5.99,291
1,2,5/21/2010,False,5.99,5.99,295
1,2,5/28/2010,False,5.99,5.99,297
1,2,6/4/2010,False,5.99,5.99,325
1,2,6/11/2010,False,5.99,5.99,314
1,2,6/18/2010,False,5.99,5.99,296
1,2,6/25/2010,False,5.99,5.99,302
1,2,7/2/2010,False,5.99,4.01,572
1,2,7/9/2010,False,5.99,4.01,568
1,2,7/16/2010,False,5.99,4.01,539
1,2,7/23/2010,False,5.99,4.01,544
1,2,7/30/2010,False,5.99,4.01,557
1,2,8/6/2010,False,5.99,5.99,333
1,2,8/13/2010,False,5.99,5.99,303
1,2,8/20/2010,False,5.99,5.99,332
1,2,8/27/2010,False,5.99,5.99,331
1,2,9/3/2010,False,5.99,5.99,327
1,2,9/10/2010,True,5.99,5.99,301
1,2,9/17/2010,False,5.99,5.99,298
1,2,9/24/2010,False,5.99,5.99,283
1,2,10/1/2010,False,5.99,5.99,305
1,2,10/8/2010,False,5.99,5.99,309
1,2,10/15/2010,False,5.99,5.99,287
1,2,10/22/2010,False,5.99,5.99,283
1,2,10/29/2010,False,5.99,5.99,294
1,2,11/5/2010,False,5.99,5.99,309
1,2,11/12/2010,False,5.99,5.99,288
1,2,11/19/2010,False,5.99,5.99,276
1,2,11/26/2010,True,5.99,5.99,305
1,2,12/3/2010,False,5.99,5.99,296
1,2,12/10/2010,False,5.99,5.99,313
1,2,12/17/2010,False,5.99,5.99,329
1,2,12/24/2010,False,5.99,5.99,399
1,2,12/31/2010,True,5.99,5.99,239
1,2,1/7/2011,False,5.99,5.99,288
1,2,1/14/2011,False,5.99,5.99,266
1,2,1/21/2011,False,5.99,5.99,277
1,2,1/28/2011,False,5.99,5.99,278
1,2,2/4/2011,False,5.99,5.99,312
1,2,2/11/2011,True,5.99,5.99,317
1,2,2/18/2011,False,5.99,5.99,328
1,2,2/25/2011,False,5.99,5.99,308
1,2,3/4/2011,False,5.99,5.99,353
1,2,3/11/2011,False,5.99,5.99,323
1,2,3/18/2011,False,5.99,5.99,301
1,2,3/25/2011,False,5.99,5.99,295
1,2,4/1/2011,False,5.99,4.01,571
1,2,4/8/2011,False,5.99,4.01,589
1,2,4/15/2011,False,5.99,4.01,541
1,2,4/22/2011,False,5.99,4.01,566
1,2,4/29/2011,False,5.99,4.01,531
1,2,5/6/2011,False,5.99,5.99,334
1,2,5/13/2011,False,5.99,5.99,295
1,2,5/20/2011,False,5.99,5.99,295
1,2,5/27/2011,False,5.99,5.99,301
1,2,6/3/2011,False,5.99,5.99,319
1,2,6/10/2011,False,5.99,5.99,309
1,2,6/17/2011,False,5.99,5.99,286
1,2,6/24/2011,False,5.99,5.99,283
1,2,7/1/2011,False,5.99,4.01,550
1,2,7/8/2011,False,5.99,4.01,543
1,2,7/15/2011,False,5.99,4.01,526
1,2,7/22/2011,False,5.99,4.01,549
1,2,7/29/2011,False,5.99,4.01,525
1,2,8/5/2011,False,5.99,5.99,329
1,2,8/12/2011,False,5.99,5.99,302
1,2,8/19/2011,False,5.99,5.99,309
1,2,8/26/2011,False,5.99,5.99,318
1,2,9/2/2011,False,5.99,5.99,329
1,2,9/9/2011,True,5.99,5.99,289
1,2,9/16/2011,False,5.99,5.99,287
1,2,9/23/2011,False,5.99,5.99,289
1,2,9/30/2011,False,5.99,5.99,307
1,2,10/7/2011,False,5.99,5.99,333
1,2,10/14/2011,False,5.99,5.99,289
1,2,10/21/2011,False,5.99,5.99,283
1,2,10/28/2011,False,5.99,5.99,278
1,2,11/4/2011,False,5.99,5.99,315
1,2,11/11/2011,False,5.99,5.99,299
1,2,11/18/2011,False,5.99,5.99,293
1,2,11/25/2011,True,5.99,5.99,295
1,2,12/2/2011,False,5.99,5.99,306
1,2,12/9/2011,False,5.99,5.99,329
1,2,12/16/2011,False,5.99,5.99,341
1,2,12/23/2011,False,5.99,5.99,437
1,2,12/30/2011,True,5.99,5.99,290
1,2,1/6/2012,False,6.99,6.99,245
1,2,1/13/2012,False,6.99,6.99,238
1,2,1/20/2012,False,6.99,6.99,241
1,2,1/27/2012,False,6.99,6.99,229
1,2,2/3/2012,False,6.99,6.99,299
1,2,2/10/2012,True,6.99,6.99,278
1,2,2/17/2012,False,6.99,6.99,253
1,2,2/24/2012,False,6.99,6.99,259
1,2,3/2/2012,False,6.99,6.99,289
1,2,3/9/2012,False,6.99,6.99,267
1,2,3/16/2012,False,6.99,6.99,260
1,2,3/23/2012,False,6.99,6.99,246
1,2,3/30/2012,False,6.99,6.99,256
1,2,4/6/2012,False,6.99,4.68,519
1,2,4/13/2012,False,6.99,4.68,441
1,2,4/20/2012,False,6.99,4.68,457
1,2,4/27/2012,False,6.99,4.68,455
1,2,5/4/2012,False,6.99,6.99,277
1,2,5/11/2012,False,6.99,6.99,257
1,2,5/18/2012,False,6.99,6.99,244
1,2,5/25/2012,False,6.99,6.99,252
1,2,6/1/2012,False,6.99,6.99,261
1,2,6/8/2012,False,6.99,6.99,272
1,2,6/15/2012,False,6.99,6.99,257
1,2,6/22/2012,False,6.99,6.99,253
1,2,6/29/2012,False,6.99,6.99,262
1,2,7/6/2012,False,6.99,4.68,499
1,2,7/13/2012,False,6.99,4.68,445
1,2,7/20/2012,False,6.99,4.68,452
1,2,7/27/2012,False,6.99,4.68,451
1,2,8/3/2012,False,6.99,6.99,272
1,2,8/10/2012,False,6.99,6.99,257
1,2,8/17/2012,False,6.99,6.99,255
1,2,8/24/2012,False,6.99,6.99,247
1,2,8/31/2012,False,6.99,6.99,280
1,2,9/7/2012,True,6.99,6.99,260
1,2,9/14/2012,False,6.99,6.99,245
1,2,9/21/2012,False,6.99,6.99,239
1,2,9/28/2012,False,6.99,6.99,251
1,2,10/5/2012,False,6.99,6.99,267
1,2,10/12/2012,False,6.99,6.99,231
1,2,10/19/2012,False,6.99,6.99,233
1,2,10/26/2012,False,6.99,6.99,237
1,3,2/5/2010,False,19.99,19.99,91
1,3,2/12/2010,True,19.99,19.99,73
1,3,2/19/2010,False,19.99,19.99,77
1,3,2/26/2010,False,19.99,19.99,74
1,3,3/5/2010,False,19.99,19.99,82
1,3,3/12/2010,False,19.99,19.99,67
1,3,3/19/2010,False,19.99,19.99,60
1,3,3/26/2010,False,19.99,19.99,69
1,3,4/2/2010,False,19.99,19.99,75
1,3,4/9/2010,False,19.99,19.99,68
1,3,4/16/2010,False,19.99,19.99,61
1,3,4/23/2010,False,19.99,19.99,59
1,3,4/30/2010,False,19.99,19.99,62
1,3,5/7/2010,False,19.99,19.99,63
1,3,5/14/2010,False,19.99,19.99,53
1,3,5/21/2010,False,19.99,19.99,52
1,3,5/28/2010,False,19.99,19.99,56
1,3,6/4/2010,False,19.99,19.99,53
1,3,6/11/2010,False,19.99,19.99,51
1,3,6/18/2010,False,19.99,19.99,55
1,3,6/25/2010,False,19.99,19.99,44
1,3,7/2/2010,False,19.99,10.0,209
1,3,7/9/2010,False,19.99,10.0,217
1,3,7/16/2010,False,19.99,10.0,367
1,3,7/23/2010,False,19.99,10.0,451
1,3,7/30/2010,False,19.99,10.0,558
1,3,8/6/2010,False,19.99,19.99,178
1,3,8/13/2010,False,19.99,19.99,204
1,3,8/20/2010,False,19.99,19.99,274
1,3,8/27/2010,False,19.99,19.99,341
1,3,9/3/2010,False,19.99,19.99,127
1,3,9/10/2010,True,19.99,19.99,81
1,3,9/17/2010,False,19.99,19.99,71
1,3,9/24/2010,False,19.99,19.99,54
1,3,10/1/2010,False,19.99,19.99,65
1,3,10/8/2010,False,19.99,19.99,67
1,3,10/15/2010,False,19.99,19.99,65
1,3,10/22/2010,False,19.99,19.99,57
1,3,10/29/2010,False,19.99,19.99,62
1,3,11/5/2010,False,19.99,10.0,262
1,3,11/12/2010,False,19.99,10.0,244
1,3,11/19/2010,False,19.99,10.0,245
1,3,11/26/2010,True,19.99,10.0,285
1,3,12/3/2010,False,19.99,19.99,73
1,3,12/10/2010,False,19.99,19.99,75
1,3,12/17/2010,False,19.99,19.99,80
1,3,12/24/2010,False,19.99,19.99,81
1,3,12/31/2010,True,19.99,19.99,55
1,3,1/7/2011,False,21.99,21.99,91
1,3,1/14/2011,False,21.99,21.99,76
1,3,1/21/2011,False,21.99,21.99,72
1,3,1/28/2011,False,21.99,21.99,69
1,3,2/4/2011,False,21.99,21.99,63
1,3,2/11/2011,True,21.99,21.99,65
1,3,2/18/2011,False,21.99,21.99,67
1,3,2/25/2011,False,21.99,21.99,60
1,3,3/4/2011,False,21.99,21.99,63
1,3,3/11/2011,False,21.99,21.99,61
1,3,3/18/2011,False,21.99,21.99,47
1,3,3/25/2011,False,21.99,21.99,52
1,3,4/1/2011,False,21.99,21.99,50
1,3,4/8/2011,False,21.99,21.99,59
1,3,4/15/2011,False,21.99,21.99,47
1,3,4/22/2011,False,21.99,21.99,49
1,3,4/29/2011,False,21.99,21.99,49
1,3,5/6/2011,False,21.99,21.99,59
1,3,5/13/2011,False,21.99,21.99,50
1,3,5/20/2011,False,21.99,21.99,45
1,3,5/27/2011,False,21.99,21.99,47
1,3,6/3/2011,False,21.99,21.99,51
1,3,6/10/2011,False,21.99,21.99,43
1,3,6/17/2011,False,21.99,21.99,44
1,3,6/24/2011,False,21.99,21.99,35
1,3,7/1/2011,False,21.99,11.0,185
1,3,7/8/2011,False,21.99,11.0,169
1,3,7/15/2011,False,21.99,11.0,265
1,3,7/22/2011,False,21.99,11.0,368
1,3,7/29/2011,False,21.99,11.0,489
1,3,8/5/2011,False,21.99,21.99,179
1,3,8/12/2011,False,21.99,21.99,184
1,3,8/19/2011,False,21.99,21.99,238
1,3,8/26/2011,False,21.99,21.99,285
1,3,9/2/2011,False,21.99,21.99,112
1,3,9/9/2011,True,21.99,21.99,73
1,3,9/16/2011,False,21.99,21.99,59
1,3,9/23/2011,False,21.99,21.99,56
1,3,9/30/2011,False,21.99,21.99,60
1,3,10/7/2011,False,21.99,21.99,57
1,3,10/14/2011,False,21.99,21.99,57
1,3,10/21/2011,False,21.99,21.99,58
1,3,10/28/2011,False,21.99,21.99,54
1,3,11/4/2011,False,21.99,11.0,211
1,3,11/11/2011,False,21.99,11.0,228
1,3,11/18/2011,False,21.99,11.0,231
1,3,11/25/2011,True,21.99,11.0,213
1,3,12/2/2011,False,21.99,21.99,58
1,3,12/9/2011,False,21.99,21.99,74
1,3,12/16/2011,False,21.99,21.99,75
1,3,12/23/2011,False,21.99,21.99,78
1,3,12/30/2011,True,21.99,21.99,51
1,3,1/6/2012,False,19.99,19.99,93
1,3,1/13/2012,False,19.99,19.99,92
1,3,1/20/2012,False,19.99,19.99,78
1,3,1/27/2012,False,19.99,19.99,71
1,3,2/3/2012,False,19.99,19.99,83
1,3,2/10/2012,True,19.99,19.99,83
1,3,2/17/2012,False,19.99,19.99,68
1,3,2/24/2012,False,19.99,19.99,70
1,3,3/2/2012,False,19.99,19.99,76
1,3,3/9/2012,False,19.99,19.99,79
1,3,3/16/2012,False,19.99,19.99,59
1,3,3/23/2012,False,19.99,19.99,53
1,3,3/30/2012,False,19.99,19.99,61
1,3,4/6/2012,False,19.99,19.99,62
1,3,4/13/2012,False,19.99,19.99,53
1,3,4/20/2012,False,19.99,19.99,57
1,3,4/27/2012,False,19.99,19.99,57
1,3,5/4/2012,False,19.99,19.99,71
1,3,5/11/2012,False,19.99,19.99,69
1,3,5/18/2012,False,19.99,19.99,57
1,3,5/25/2012,False,19.99,19.99,55
1,3,6/1/2012,False,19.99,19.99,48
1,3,6/8/2012,False,19.99,19.99,57
1,3,6/15/2012,False,19.99,19.99,53
1,3,6/22/2012,False,19.99,19.99,49
1,3,6/29/2012,False,19.99,19.99,51
1,3,7/6/2012,False,19.99,10.0,226
1,3,7/13/2012,False,19.99,10.0,350
1,3,7/20/2012,False,19.99,10.0,537
1,3,7/27/2012,False,19.99,10.0,606
1,3,8/3/2012,False,19.99,19.99,202
1,3,8/10/2012,False,19.99,19.99,189
1,3,8/17/2012,False,19.99,19.99,213
1,3,8/24/2012,False,19.99,19.99,291
1,3,8/31/2012,False,19.99,19.99,338
1,3,9/7/2012,True,19.99,19.99,123
1,3,9/14/2012,False,19.99,19.99,95
1,3,9/21/2012,False,19.99,19.99,89
1,3,9/28/2012,False,19.99,19.99,87
1,3,10/5/2012,False,19.99,19.99,78
1,3,10/12/2012,False,19.99,19.99,70
1,3,10/19/2012,False,19.99,19.99,57
1,3,10/26/2012,False,19.99,19.99,63
